trait	Chr	start	end	e_chr	e_start	e_peak	e_end	logP	var_exp	eQTL_classification	e_length	ens_gene	ext_gene	biotype
Y119C1B.3.2	I	4550401	4552785	V	16887841	17928323	18898401	7.06100302558585	0.151503987871563	Distant eQTL	2010560	WBGene00022469	Y119C1B.3	mRNA
Y119C1B.8b.1	I	4525966	4534800	I	2730263	4502140	11645508	32.1029126643638	0.501577217318733	Local eQTL	8915245	WBGene00022473	bet-1	mRNA
Y119C1B.8b.1	I	4525966	4534800	IV	6232856	13529712	14067646	14.4851025126872	0.261861562543476	Distant eQTL	7834790	WBGene00022473	bet-1	mRNA
Y119C1B.8b.2	I	4525972	4534800	I	2877377	5294573	11647026	13.4264441595708	0.264934244456959	Local eQTL	8769649	WBGene00022473	bet-1	mRNA
Y119C1B.8b.2	I	4525972	4534800	IV	6232856	13529712	14067646	7.90171785603299	0.174694549840008	Distant eQTL	7834790	WBGene00022473	bet-1	mRNA
Y119D3A.2.1	III	1297904	1299484	III	276952	1307341	2314883	26.2400196993431	0.582826889512014	Local eQTL	2037931	WBGene00022477	fbxa-28	mRNA
Y119D3A.2.1	III	1297904	1299484	IV	14770308	15491767	16137727	7.02929598946198	0.201051350855067	Distant eQTL	1367419	WBGene00022477	fbxa-28	mRNA
Y119D3A.2.1	III	1297904	1299484	V	4294239	6830224	12076173	8.27475039843487	0.148640907851538	Distant eQTL	7781934	WBGene00022477	fbxa-28	mRNA
Y119D3A.3.1	III	1295668	1297138	III	789015	1307341	2213183	23.7458022318724	0.498698828879036	Local eQTL	1424168	WBGene00022478	fbxa-35	mRNA
Y119D3B.12a.2	III	1202546	1207346	X	1682629	2620362	3983747	7.60421003852611	0.141593591374909	Distant eQTL	2301118	WBGene00022489	Y119D3B.12	mRNA
Y119D3B.14.1	III	1184939	1193812	III	12249	1212621	2125841	40.6282601176386	0.771457395884241	Local eQTL	2113592	WBGene00022491	Y119D3B.14	mRNA
Y119D3B.14.2	III	1184939	1193817	III	12249	1212621	2125841	47.0194948491913	0.794777428382024	Local eQTL	2113592	WBGene00022491	Y119D3B.14	mRNA
Y119D3B.15.1	III	1194401	1196298	III	808857	1213440	1654058	6.59225670473237	0.182936603538717	Local eQTL	845201	WBGene00022492	dss-1	mRNA
Y119D3B.16.1	III	1196387	1202008	III	12249	1098862	2679332	153.091759454703	0.978849768777886	Local eQTL	2667083	WBGene00022493	mrpl-45	mRNA
Y119D3B.16.2	III	1196387	1202019	III	12249	1098862	2679332	50.5371037039274	0.677335389618913	Local eQTL	2667083	WBGene00022493	mrpl-45	mRNA
Y119D3B.18	III	1253384	1254401	III	371939	1465811	2106394	10.244346166879	0.242664061783709	Local eQTL	1734455	WBGene00022494	fbxa-91	pseudogenic_transcript
Y119D3B.20	III	1261942	1262842	III	803371	1322691	1832453	24.5697520826148	0.467277601494311	Local eQTL	1029082	WBGene00022496	fbxa-92	pseudogenic_transcript
Y119D3B.20	III	1261942	1262842	IV	4018615	7225100	12413487	8.14290918514933	0.230192932786731	Distant eQTL	8394872	WBGene00022496	fbxa-92	pseudogenic_transcript
Y119D3B.21.1	III	1215000	1215200	III	12249	1213440	2196644	40.3808167589472	0.59858160405317	Local eQTL	2184395	WBGene00022497	Y119D3B.21	mRNA
Y119D3B.22.1	III	1247618	1249184	III	12249	1586644	2519052	15.3326542774203	0.372231790494391	Local eQTL	2506803	WBGene00044675	fbxa-76	mRNA
Y119D3B.22.2	III	1247414	1249184	III	12249	1236882	1988517	10.1625033323639	0.194703795699206	Local eQTL	1976268	WBGene00044675	fbxa-76	mRNA
Y119D3B.4.1	III	1256819	1260190	III	820478	1662400	2186909	10.981152450637	0.206883197202166	Local eQTL	1366431	WBGene00022482	fbxa-208	mRNA
Y119D3B.6.1	III	1249475	1251843	III	12249	1286158	2158257	20.0701305427065	0.443637567904327	Local eQTL	2146008	WBGene00022484	fbxa-77	mRNA
Y119D3B.7.1	III	1243508	1245358	I	11688867	12581234	13512767	6.17434264616506	0.115368492701528	Distant eQTL	1823900	WBGene00022485	fbxa-63	mRNA
Y119D3B.7.1	III	1243508	1245358	III	909306	1322691	1777174	7.09128821136171	0.133097778769961	Local eQTL	867868	WBGene00022485	fbxa-63	mRNA
Y119D3B.8.1	III	1239260	1242799	III	12249	1179178	2329777	24.8844895117626	0.507817710585919	Local eQTL	2317528	WBGene00022486	fbxa-61	mRNA
Y11D7A.10a.1	IV	9258928	9259764	IV	815436	1060447	1182628	6.48618605847513	0.249641301316893	Distant eQTL	367192	WBGene00012434	Y11D7A.10	mRNA
Y11D7A.10a.1	IV	9258928	9259764	IV	3617328	8272382	14908117	24.2937178058002	0.478551875484875	Local eQTL	11290789	WBGene00012434	Y11D7A.10	mRNA
Y11D7A.10a.2	IV	9258913	9259764	IV	9070634	12867281	13720997	6.74330966494379	0.146033655400707	Distant eQTL	4650363	WBGene00012434	Y11D7A.10	mRNA
Y11D7A.10d.1	IV	9258926	9259768	IV	4044788	9709679	13632463	19.4022005627382	0.26408456919238	Local eQTL	9587675	WBGene00012434	Y11D7A.10	mRNA
Y11D7A.12a.2	IV	9261806	9264268	IV	5004778	8272382	13264350	6.49677465158107	0.119961084600738	Local eQTL	8259572	WBGene00012435	flh-1	mRNA
Y11D7A.12a.2	IV	9261806	9264268	V	18847432	20001672	20900332	7.36757468098365	0.115082205677604	Distant eQTL	2052900	WBGene00012435	flh-1	mRNA
Y11D7A.12b.1	IV	9261807	9264270	IV	5004778	8272382	13319966	9.17092864918923	0.213097654571631	Local eQTL	8315188	WBGene00012435	flh-1	mRNA
Y11D7A.19.1	IV	9265783	9266561	IV	5004778	8272382	13720997	12.6976731441568	0.261951135616041	Local eQTL	8716219	WBGene00077756	Y11D7A.19	mRNA
Y11D7A.1	IV	9228277	9231051	II	619231	946924	1412399	6.52705496395041	0.120540269560266	Distant eQTL	793168	WBGene00012426	Y11D7A.1	pseudogenic_transcript
Y11D7A.1	IV	9228277	9231051	V	11568833	13914214	15002739	6.56189668952889	0.121206349061351	Distant eQTL	3433906	WBGene00012426	Y11D7A.1	pseudogenic_transcript
Y11D7A.9.2	IV	9253973	9256119	IV	15445553	16047511	16474100	7.5260219155037	0.154259141617682	Distant eQTL	1028547	WBGene00012433	Y11D7A.9	mRNA
Y13C8A.1.1	X	16883726	16884473	IV	2651044	4649779	7353010	8.68146090871304	0.21682918922459	Distant eQTL	4701966	WBGene00021188	Y13C8A.1	mRNA
Y13C8A.1.1	X	16883726	16884473	X	15349025	16315253	17696299	10.385226769624	0.266921461772364	Local eQTL	2347274	WBGene00021188	Y13C8A.1	mRNA
Y13C8A.4	X	16887140	16889262	X	14117555	16315253	17696299	22.8397353679203	0.468045860126788	Local eQTL	3578744	WBGene00219303	Y13C8A.4	pseudogenic_transcript
Y14H12A.1.1	II	3993195	3993959	II	2823932	3725656	5663464	26.4126729840836	0.566988256143516	Local eQTL	2839532	WBGene00021190	Y14H12A.1	mRNA
Y14H12A.1.2	II	3993233	3994379	II	2679642	3998416	5409972	78.829394950421	0.829765004003629	Local eQTL	2730330	WBGene00021190	Y14H12A.1	mRNA
Y14H12A.2.1	II	3988700	3989677	II	2485425	2796280	3246509	6.46503099561427	0.136864460792517	Distant eQTL	761084	WBGene00044382	Y14H12A.2	mRNA
Y14H12B.1b.1	II	3934451	3936058	II	2744051	3918367	4503005	8.36899457256315	0.219915500884175	Local eQTL	1758954	WBGene00021191	Y14H12B.1	mRNA
Y14H12B.2.2	II	3932178	3933746	II	2761400	3948574	7404961	14.4237666657995	0.447607299472214	Local eQTL	4643561	WBGene00021192	Y14H12B.2	mRNA
Y16B4A.2.1	X	14761966	14771885	X	14578177	15266249	15654953	6.90005258029317	0.129525536962134	Local eQTL	1076776	WBGene00012445	Y16B4A.2	mRNA
Y16E11A.1.1	II	1989310	1990667	II	630288	1612208	2626577	14.8511157867004	0.380973021477506	Local eQTL	1996289	WBGene00021193	math-44	mRNA
Y16E11A.1.1	II	1989310	1990667	V	4443529	11238035	17944172	7.86083056429143	0.171109283845112	Distant eQTL	13500643	WBGene00021193	math-44	mRNA
Y16E11A.4.1	II	1931877	1988982	II	7733	1166303	2823214	10.5472632693699	0.369340708569876	Local eQTL	2815481	WBGene00305158	Y16E11A.4	mRNA
Y16E11A.4.1	II	1931877	1988982	III	6831512	7310140	7918719	6.35931004250559	0.196726280959523	Distant eQTL	1087207	WBGene00305158	Y16E11A.4	mRNA
Y16E11A.4.2	II	1931892	1988982	II	7733	1161110	2758412	8.31693221177686	0.27371475359674	Local eQTL	2750679	WBGene00305158	Y16E11A.4	mRNA
Y17D7B.10.1	V	18783551	18784957	V	16905339	18898401	20873321	42.8963619423347	0.610329366657309	Local eQTL	3967982	WBGene00194982	Y17D7B.10	mRNA
Y17D7B.1a.1	V	18790958	18794779	V	17895657	18943450	20082254	10.4731493589966	0.231987897580004	Local eQTL	2186597	WBGene00012449	nhr-231	mRNA
Y17D7B.1b.1	V	18791064	18794757	II	7028	430729	914346	7.49127975106784	0.243407383014316	Distant eQTL	907318	WBGene00012449	nhr-231	mRNA
Y17D7B.1b.1	V	18791064	18794757	V	17089834	18847432	20900332	20.9511431847591	0.430057872494967	Local eQTL	3810498	WBGene00012449	nhr-231	mRNA
Y17D7B.1b.1	V	18791064	18794757	X	5831756	6904378	7676407	7.715491018786	0.236724294896767	Distant eQTL	1844651	WBGene00012449	nhr-231	mRNA
Y17D7B.4.1	V	18776238	18776687	V	16994225	18772304	20871918	86.4954492319094	0.908001845179731	Local eQTL	3877693	WBGene00012452	Y17D7B.4	mRNA
Y17D7B.7	V	18780490	18782605	V	17025538	18772304	20873321	69.9627210703701	0.857859805607389	Local eQTL	3847783	WBGene00014562	Y17D7B.7	pseudogenic_transcript
Y17D7C.3	V	18720589	18723771	II	7028	587549	965612	11.2271660076249	0.440238393988061	Distant eQTL	958584	WBGene00045366	Y17D7C.3	pseudogenic_transcript
Y17D7C.3	V	18720589	18723771	V	10024170	18685235	20900332	24.8740086512534	0.573369753985116	Local eQTL	10876162	WBGene00045366	Y17D7C.3	pseudogenic_transcript
Y17D7C.3	V	18720589	18723771	X	544666	1905739	2721959	14.1374209522005	0.551411599111498	Distant eQTL	2177293	WBGene00045366	Y17D7C.3	pseudogenic_transcript
Y17G7B.11.1	II	12060206	12062621	II	11812056	12061666	12421383	33.7723767490564	0.561653166009498	Local eQTL	609327	WBGene00012464	arrd-7	mRNA
Y17G7B.11.2	II	12060206	12062623	II	11812056	12061666	12421383	23.7007701141545	0.441731525849162	Local eQTL	609327	WBGene00012464	arrd-7	mRNA
Y17G7B.11.2	II	12060206	12062623	III	12392826	12815804	13772968	6.19915275093079	0.132391507411335	Distant eQTL	1380142	WBGene00012464	arrd-7	mRNA
Y17G7B.1.1	II	11972313	11973732	I	6415	663694	1179424	6.99820071105383	0.141965210431728	Distant eQTL	1173009	WBGene00012457	acbp-6	mRNA
Y17G7B.15a.2	II	12072067	12088868	III	4440485	5447937	7032501	7.23041116216123	0.141256204214285	Distant eQTL	2592016	WBGene00000565	cnt-1	mRNA
Y17G7B.17.2	II	12092418	12099995	II	11914673	12095290	12360211	8.40059144106149	0.20442853301017	Local eQTL	445538	WBGene00012468	Y17G7B.17	mRNA
Y17G7B.20b.1	II	11978434	11979543	II	11619841	11894395	12080171	6.25133977076901	0.145754266132229	Local eQTL	460330	WBGene00012471	Y17G7B.20	mRNA
Y17G7B.20c.1	II	11977797	11979658	II	10515851	11894395	12261218	13.2807546089095	0.276835428543416	Local eQTL	1745367	WBGene00012471	Y17G7B.20	mRNA
Y17G7B.20c.2	II	11977775	11979670	II	11326452	11784708	12011570	7.7238688587278	0.14795284217652	Local eQTL	685118	WBGene00012471	Y17G7B.20	mRNA
Y17G7B.21a.2	II	11975169	11977661	II	11706610	11947373	12132737	6.39741201506751	0.140760012560605	Local eQTL	426127	WBGene00012472	Y17G7B.21	mRNA
Y17G7B.23a.1	II	11999203	12001524	II	8151467	12058375	12431027	32.1189889541205	0.55996673270177	Local eQTL	4279560	WBGene00044030	Y17G7B.23	mRNA
Y17G7B.23a.1	II	11999203	12001524	X	4829924	5805427	7208285	6.55712575808516	0.250581913057413	Distant eQTL	2378361	WBGene00044030	Y17G7B.23	mRNA
Y17G7B.3.2	II	11989018	11992857	II	10055669	11963381	12346336	10.9316838941321	0.222512328568798	Local eQTL	2290667	WBGene00012459	Y17G7B.3	mRNA
Y17G7B.5b.1	II	12001691	12006608	II	9281401	12003112	12346336	56.120580584169	0.708928001669473	Local eQTL	3064935	WBGene00003154	mcm-2	mRNA
Y17G9A.3a.1	IV	4856891	4858673	IV	3699166	4951105	7387093	11.2859900669567	0.207723212738868	Local eQTL	3687927	WBGene00021196	Y17G9A.3	mRNA
Y17G9A.4.1	IV	4860325	4861522	IV	3712450	4665571	7244458	9.27894316163034	0.211252162351912	Local eQTL	3532008	WBGene00021197	Y17G9A.4	mRNA
Y17G9A.4.2	IV	4860325	4861494	I	2179569	2903989	4316884	7.33262559684595	0.143894753590044	Distant eQTL	2137315	WBGene00021197	Y17G9A.4	mRNA
Y17G9A.4.2	IV	4860325	4861494	IV	3995782	4982709	14284371	7.70726873712625	0.149590150944105	Local eQTL	10288589	WBGene00021197	Y17G9A.4	mRNA
Y17G9B.1.1	IV	4764722	4767956	II	4715959	5558019	6242364	6.41572615260621	0.182726208364749	Distant eQTL	1526405	WBGene00021198	npp-26	mRNA
Y17G9B.1.1	IV	4764722	4767956	II	13132075	13339660	13712556	6.18058816077923	0.186443672488077	Distant eQTL	580481	WBGene00021198	npp-26	mRNA
Y17G9B.1.1	IV	4764722	4767956	IV	4217832	6179627	9096535	6.53820041932052	0.182148777179513	Distant eQTL	4878703	WBGene00021198	npp-26	mRNA
Y17G9B.1.1	IV	4764722	4767956	V	16603041	16856362	17901767	6.54436972187392	0.103460229554574	Distant eQTL	1298726	WBGene00021198	npp-26	mRNA
Y17G9B.4a.1	IV	4752119	4753182	III	6605642	7162974	7684075	7.17595898796021	0.134516790401689	Distant eQTL	1078433	WBGene00021201	Y17G9B.4	mRNA
Y18D10A.10.1	I	12859495	12861293	I	11891849	12877088	14000835	9.03435058975712	0.182138688647809	Local eQTL	2108986	WBGene00012480	clec-104	mRNA
Y18D10A.11.1	I	12861951	12863544	I	9358654	12806378	14106800	40.1966244043227	0.682744077590631	Local eQTL	4748146	WBGene00012481	Y18D10A.11	mRNA
Y18D10A.12.1	I	12866098	12866911	I	9046450	12848359	14101153	7.10764356585181	0.166744396798241	Local eQTL	5054703	WBGene00012482	clec-106	mRNA
Y18D10A.13.2	I	12878595	12902809	I	6864402	12842279	15058146	9.26869337465087	0.186665217171879	Local eQTL	8193744	WBGene00003905	pad-1	mRNA
Y18D10A.18	I	12906462	12907754	I	12121918	13227967	15058146	8.9402942750985	0.120491782364808	Local eQTL	2936228	WBGene00012485	fbxa-121	pseudogenic_transcript
Y18D10A.22	I	12932037	12933753	X	14216488	14484457	14747656	6.25365494622512	0.119570140136519	Distant eQTL	531168	WBGene00014864	Y18D10A.22	pseudogenic_transcript
Y18D10A.25.2	I	12916435	12918131	I	6109456	12909984	14106800	54.3496602100721	0.774947210933897	Local eQTL	7997344	WBGene00001433	fkb-8	mRNA
Y18D10A.30	I	12927895	12928456	I	4921983	12862146	15058146	16.5892653352565	0.339938285194748	Local eQTL	10136163	WBGene00271598	Y18D10A.30	pseudogenic_transcript
Y18D10A.5.2	I	12819214	12825602	I	8557465	12848359	14106800	27.1914634210767	0.5282967505964	Local eQTL	5549335	WBGene00001746	gsk-3	mRNA
Y18D10A.6b.2	I	12828401	12834152	I	8899810	11613981	12455489	6.1390756621654	0.113097927903717	Distant eQTL	3555679	WBGene00003735	nhx-8	mRNA
Y18D10A.9.1	I	12853076	12858280	I	314248	2013010	2445719	6.75956323356789	0.189460970579881	Distant eQTL	2131471	WBGene00012479	Y18D10A.9	mRNA
Y18D10A.9.1	I	12853076	12858280	III	11741084	12079457	12379826	6.67814138846634	0.17930361623453	Distant eQTL	638742	WBGene00012479	Y18D10A.9	mRNA
Y18D10A.9.1	I	12853076	12858280	V	2900329	4259689	4962941	7.87461577501661	0.201177446384904	Distant eQTL	2062612	WBGene00012479	Y18D10A.9	mRNA
Y18D10A.9.1	I	12853076	12858280	X	696607	2019708	2775394	6.56841166253343	0.182685016192636	Distant eQTL	2078787	WBGene00012479	Y18D10A.9	mRNA
Y18H1A.11c.1	I	681355	683427	II	12716131	12943220	13156573	6.92329579478033	0.12809274494752	Distant eQTL	440442	WBGene00021215	Y18H1A.11	mRNA
Y18H1A.11c.1	I	681355	683427	X	2863701	4562158	5540281	6.40258456746563	0.118157655639075	Distant eQTL	2676580	WBGene00021215	Y18H1A.11	mRNA
Y18H1A.1.1	I	688258	691332	I	6415	32533	2138645	24.7100095046784	0.429957424250911	Local eQTL	2132230	WBGene00021207	ptp-5.3	mRNA
Y18H1A.13.1	I	741878	745570	IV	3699166	4430374	6471602	6.17734155599268	0.131112852801728	Distant eQTL	2772436	WBGene00000623	col-46	mRNA
Y18H1A.4.1	I	692026	694948	I	6415	777407	1748330	14.0184667815521	0.256344580858828	Local eQTL	1741915	WBGene00021210	Y18H1A.4	mRNA
Y18H1A.4.2	I	692026	694771	I	6415	694829	1204227	6.50841495577989	0.1101938000289	Local eQTL	1197812	WBGene00021210	Y18H1A.4	mRNA
Y18H1A.9.1	I	748210	757010	V	13166974	14649731	15294340	7.94310547827342	0.153102818143265	Distant eQTL	2127366	WBGene00021213	Y18H1A.9	mRNA
Y19D10A.10	V	2361725	2367623	I	12323545	13312810	14347871	7.48509970475208	0.274898876085757	Distant eQTL	2024326	WBGene00021225	Y19D10A.10	pseudogenic_transcript
Y19D10A.10	V	2361725	2367623	II	13219571	13781845	14058155	7.92189114469088	0.147964781020146	Distant eQTL	838584	WBGene00021225	Y19D10A.10	pseudogenic_transcript
Y19D10A.10	V	2361725	2367623	III	11528641	11891019	12219434	6.54079530795309	0.143302530279155	Distant eQTL	690793	WBGene00021225	Y19D10A.10	pseudogenic_transcript
Y19D10A.10	V	2361725	2367623	V	1587053	2569206	4531827	24.5342944042607	0.552521212883884	Local eQTL	2944774	WBGene00021225	Y19D10A.10	pseudogenic_transcript
Y19D10A.10	V	2361725	2367623	X	15013030	15547286	17696299	7.1013565505894	0.298999519585447	Distant eQTL	2683269	WBGene00021225	Y19D10A.10	pseudogenic_transcript
Y19D10A.16.1	V	2392772	2394147	V	1554088	2191297	4130765	7.47302389077448	0.143284209297918	Local eQTL	2576677	WBGene00044734	Y19D10A.16	mRNA
Y19D10A.4a.1	V	2385956	2390722	V	1745598	2276659	4342416	9.2247987085652	0.278048059348031	Local eQTL	2596818	WBGene00021219	Y19D10A.4	mRNA
Y19D10A.5a.1	V	2382233	2384422	I	1011098	1557541	1953384	6.14785005050727	0.14425332135068	Distant eQTL	942286	WBGene00021220	Y19D10A.5	mRNA
Y19D10A.9.1	V	2351676	2352932	V	719001	2314916	4293432	16.4671862552688	0.427949014005295	Local eQTL	3574431	WBGene00021224	clec-209	mRNA
Y19D10B.1	V	2311291	2313809	V	620864	2294552	5777049	35.8820816545707	0.696742975826572	Local eQTL	5156185	WBGene00021230	Y19D10B.1	pseudogenic_transcript
Y19D10B.4	V	2304355	2309159	V	1857844	2309648	4213061	11.6176237351519	0.26761685026669	Local eQTL	2355217	WBGene00021233	Y19D10B.4	pseudogenic_transcript
Y19D10B.6.1	V	2318490	2321094	V	710996	2314916	4351509	91.9671783625718	0.877547477833063	Local eQTL	3640513	WBGene00021235	Y19D10B.6	mRNA
Y19D10B.7.1	V	2321986	2322566	II	13711222	14014821	14555009	6.32432607687558	0.0736147525158092	Distant eQTL	843787	WBGene00021236	pud-1.2	mRNA
Y19D10B.7.1	V	2321986	2322566	V	710996	2314916	4209068	35.2808662201936	0.615512695479979	Local eQTL	3498072	WBGene00021236	pud-1.2	mRNA
Y20C6A.1b.1	V	17371605	17376703	V	16263007	16967551	19509380	9.98991662490818	0.300470088924516	Local eQTL	3246373	WBGene00012491	Y20C6A.1	mRNA
Y20C6A.2.1	V	17377172	17379231	V	16014058	16860399	18663409	12.1790742039546	0.264794663206428	Local eQTL	2649351	WBGene00012492	fbxb-7	mRNA
Y20C6A.4.1	V	17380232	17381119	I	11579548	12431362	13330937	6.18988333373636	0.15335690270282	Distant eQTL	1751389	WBGene00077495	Y20C6A.4	mRNA
Y20C6A.4.1	V	17380232	17381119	V	16670665	17003829	18014943	7.26710451939878	0.301115338949609	Local eQTL	1344278	WBGene00077495	Y20C6A.4	mRNA
Y20F4.3a.1	I	1988246	2010525	V	18881579	20018771	20900332	6.19475764460731	0.114168845679017	Distant eQTL	2018753	WBGene00021238	gap-3	mRNA
Y20F4.3a.1	I	1988246	2010525	X	7285474	7897043	8682952	7.29690613380154	0.130231811760849	Distant eQTL	1397478	WBGene00021238	gap-3	mRNA
Y20F4.4a.1	I	2034322	2043805	I	1511208	2118322	2591521	14.2883661476744	0.399112297659204	Local eQTL	1080313	WBGene00021239	Y20F4.4	mRNA
Y20F4.4a.1	I	2034322	2043805	IV	14822523	15294937	15983248	7.40187424507498	0.278356601974776	Distant eQTL	1160725	WBGene00021239	Y20F4.4	mRNA
Y20F4.4a.2	I	2034322	2064001	I	1511208	2085129	2495444	9.73475341695837	0.204464890562469	Local eQTL	984236	WBGene00021239	Y20F4.4	mRNA
Y20F4.4b.1	I	2034531	2035866	I	1211149	2056750	2754010	13.310100237865	0.390727292513035	Local eQTL	1542861	WBGene00021239	Y20F4.4	mRNA
Y20F4.4b.1	I	2034531	2035866	IV	14822523	15263521	15999727	7.4874266133765	0.31465710762763	Distant eQTL	1177204	WBGene00021239	Y20F4.4	mRNA
Y22D7AL.10.1	III	1617151	1618929	II	8013548	9189408	9723316	7.49421734794074	0.168601940354765	Distant eQTL	1709768	WBGene00021248	Y22D7AL.10	mRNA
Y22D7AL.11a.1	III	1630781	1634370	III	1178224	1609288	2136059	10.0873999204738	0.208124086076914	Local eQTL	957835	WBGene00021249	Y22D7AL.11	mRNA
Y22D7AL.4.1	III	1626632	1637296	III	1021208	1459578	2003702	7.17948025590623	0.144709095024185	Local eQTL	982494	WBGene00021244	Y22D7AL.4	mRNA
Y22D7AL.5a.1	III	1619742	1625803	III	727480	1625624	2452510	11.8043721369021	0.222109091413645	Local eQTL	1725030	WBGene00002025	hsp-60	mRNA
Y22D7AL.5c.1	III	1623128	1625406	III	1108368	1549478	1926088	6.40373342113514	0.117564557682221	Local eQTL	817720	WBGene00002025	hsp-60	mRNA
Y22D7AL.8a.2	III	1583159	1601137	III	618218	1732406	2452510	18.4469056484346	0.426674870446388	Local eQTL	1834292	WBGene00004894	sms-3	mRNA
Y22D7AL.8d.1	III	1583469	1590313	III	866579	1563573	2452510	18.2167886634884	0.412506126638654	Local eQTL	1585931	WBGene00004894	sms-3	mRNA
Y22D7AL.9.1	III	1606829	1614033	III	911863	1618298	2214517	10.1925445932014	0.221903893655722	Local eQTL	1302654	WBGene00021247	Y22D7AL.9	mRNA
Y22D7AR.11.2	III	1703483	1705604	III	49225	1707187	2136059	7.37045929002437	0.203050262257449	Local eQTL	2086834	WBGene00021264	fbxa-13	mRNA
Y22D7AR.12	III	1716527	1722605	III	12249	1832598	2452510	17.1925413066706	0.308671586056032	Local eQTL	2440261	WBGene00021265	Y22D7AR.12	pseudogenic_transcript
Y22D7AR.14.1	III	1688144	1690027	III	12249	1685817	2473937	8.76623126886716	0.188644869292591	Local eQTL	2461688	WBGene00021266	Y22D7AR.14	mRNA
Y22D7AR.5.1	III	1665913	1668634	II	576668	946924	1426176	6.62505452486632	0.129074438693233	Distant eQTL	849508	WBGene00021259	glb-30	mRNA
Y22D7AR.6.1	III	1672453	1687205	III	662068	1101322	2116472	10.6952051949805	0.226866919798281	Local eQTL	1454404	WBGene00021260	Y22D7AR.6	mRNA
